"REF_DATE","GEO","DGUID","Area","Land cover and land use","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1971","Trois-Rivières (census metropolitan area), Quebec","2011S0503442","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v106960979","30.2.1","5874","","","","0"
"1971","Trois-Rivières (census metropolitan area), Quebec","2011S0503442","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v106960980","30.2.2","40","","","","0"
"1971","Trois-Rivières (census metropolitan area), Quebec","2011S0503442","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v106960981","30.2.3","28","","","","0"
"1971","Trois-Rivières (census metropolitan area), Quebec","2011S0503442","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v106960982","30.2.4","2727","","","","0"
"1971","Trois-Rivières (census metropolitan area), Quebec","2011S0503442","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v106960983","30.2.5","3079","","","","0"
"1971","Trois-Rivières (census metropolitan area), Quebec","2011S0503442","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106960984","30.2.6","","..","","","0"
"1971","Trois-Rivières (census metropolitan area), Quebec","2011S0503442","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v106960985","30.2.7","","..","","","0"
"1971","Trois-Rivières (census metropolitan area), Quebec","2011S0503442","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106960986","30.2.8","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v122598342","141.1.1","2732","","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v122598343","141.1.2","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v122598344","141.1.3","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v122598345","141.1.4","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598346","141.1.5","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598347","141.1.6","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598348","141.1.7","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598349","141.1.8","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v122598350","141.2.1","6082","","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v122598351","141.2.2","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v122598352","141.2.3","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v122598353","141.2.4","331","","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598354","141.2.5","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598355","141.2.6","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598356","141.2.7","","..","","","0"
"1971","Truro (census agglomeration), Nova Scotia","2011S0504215","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598357","141.2.8","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v122598374","142.1.1","3541","","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v122598375","142.1.2","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v122598376","142.1.3","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v122598377","142.1.4","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598378","142.1.5","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598379","142.1.6","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598380","142.1.7","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598381","142.1.8","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v122598382","142.2.1","21379","","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v122598383","142.2.2","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v122598384","142.2.3","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v122598385","142.2.4","225","","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598386","142.2.5","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598387","142.2.6","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598388","142.2.7","","..","","","0"
"1971","Val-d'Or (census agglomeration), Quebec","2011S0504480","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598389","142.2.8","","..","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v106960987","31.1.1","2883","","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v106960988","31.1.2","339","","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v106960989","31.1.3","153","","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v106960990","31.1.4","","..","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v106960991","31.1.5","","..","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106960992","31.1.6","","..","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v106960993","31.1.7","","..","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106960994","31.1.8","","..","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v106960995","31.2.1","6041","","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v106960996","31.2.2","348","","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v106960997","31.2.3","159","","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v106960998","31.2.4","387","","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v106960999","31.2.5","5148","","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106961000","31.2.6","","..","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v106961001","31.2.7","","..","","","0"
"1971","Vancouver (census metropolitan area), British Columbia","2011S0503933","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106961002","31.2.8","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v122598422","143.1.1","1040","","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v122598423","143.1.2","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v122598424","143.1.3","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v122598425","143.1.4","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598426","143.1.5","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598427","143.1.6","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598428","143.1.7","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598429","143.1.8","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v122598430","143.2.1","6223","","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v122598431","143.2.2","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v122598432","143.2.3","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v122598433","143.2.4","273","","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598434","143.2.5","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598435","143.2.6","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598436","143.2.7","","..","","","0"
"1971","Vernon (census agglomeration), British Columbia","2011S0504918","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598437","143.2.8","","..","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v106961003","32.1.1","696","","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v106961004","32.1.2","82","","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v106961005","32.1.3","38","","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v106961006","32.1.4","","..","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v106961007","32.1.5","","..","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106961008","32.1.6","","..","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v106961009","32.1.7","","..","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106961010","32.1.8","","..","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v106961011","32.2.1","2103","","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v106961012","32.2.2","82","","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v106961013","32.2.3","39","","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v106961014","32.2.4","39","","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v106961015","32.2.5","1943","","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106961016","32.2.6","","..","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v106961017","32.2.7","","..","","","0"
"1971","Victoria (census metropolitan area), British Columbia","2011S0503935","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106961018","32.2.8","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v122598470","147.1.1","2649","","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v122598471","147.1.2","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v122598472","147.1.3","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v122598473","147.1.4","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598474","147.1.5","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598475","147.1.6","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598476","147.1.7","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598477","147.1.8","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v122598478","147.2.1","6765","","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v122598479","147.2.2","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v122598480","147.2.3","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v122598481","147.2.4","98","","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598482","147.2.5","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598483","147.2.6","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598484","147.2.7","","..","","","0"
"1971","Williams Lake (census agglomeration), British Columbia","2011S0504950","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598485","147.2.8","","..","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v106961019","33.1.1","1022","","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v106961020","33.1.2","75","","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v106961021","33.1.3","38","","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v106961022","33.1.4","","..","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v106961023","33.1.5","","..","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106961024","33.1.6","","..","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v106961025","33.1.7","","..","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106961026","33.1.8","","..","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v106961027","33.2.1","2362","","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v106961028","33.2.2","84","","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v106961029","33.2.3","54","","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v106961030","33.2.4","1786","","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v106961031","33.2.5","438","","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106961032","33.2.6","","..","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v106961033","33.2.7","","..","","","0"
"1971","Windsor (census metropolitan area), Ontario","2011S0503559","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106961034","33.2.8","","..","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v106961035","34.1.1","5303","","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v106961036","34.1.2","168","","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v106961037","34.1.3","158","","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v106961038","34.1.4","","..","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v106961039","34.1.5","","..","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106961040","34.1.6","","..","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v106961041","34.1.7","","..","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106961042","34.1.8","","..","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v106961043","34.2.1","19111","","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, settled","Square kilometres","280","units ","0","v106961044","34.2.2","197","","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Built-up area, roads","Square kilometres","280","units ","0","v106961045","34.2.3","299","","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Arable","Square kilometres","280","units ","0","v106961046","34.2.4","10732","","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, total","Square kilometres","280","units ","0","v106961047","34.2.5","7883","","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, forest","Square kilometres","280","units ","0","v106961048","34.2.6","","..","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, water","Square kilometres","280","units ","0","v106961049","34.2.7","","..","","","0"
"1971","Winnipeg (census metropolitan area), Manitoba","2011S0503602","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v106961050","34.2.8","","..","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area/census agglomeration","Total land area","Square kilometres","280","units ","0","v122598534","148.1.1","63137","","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area/census agglomeration","Built-up area, settled","Square kilometres","280","units ","0","v122598535","148.1.2","","..","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area/census agglomeration","Built-up area, roads","Square kilometres","280","units ","0","v122598536","148.1.3","","..","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area/census agglomeration","Arable","Square kilometres","280","units ","0","v122598537","148.1.4","","..","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area/census agglomeration","Natural and semi-natural, total","Square kilometres","280","units ","0","v122598538","148.1.5","","..","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area/census agglomeration","Natural and semi-natural, forest","Square kilometres","280","units ","0","v122598539","148.1.6","","..","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area/census agglomeration","Natural and semi-natural, water","Square kilometres","280","units ","0","v122598540","148.1.7","","..","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area/census agglomeration","Natural and semi-natural, other type of cover","Square kilometres","280","units ","0","v122598541","148.1.8","","..","","","0"
"1971","Wood Buffalo (census agglomeration), Alberta","2011S0504860","Census metropolitan area-ecosystem/census agglomeration-ecosystem","Total land area","Square kilometres","280","units ","0","v122598542","148.2.1","139440","","","","0"
