"REF_DATE","GEO","DGUID","Gross domestic product (GDP) and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Total economy","Dollars","81","millions","6","v1001805537","1.1.1","1867032.1","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Total tourism activities","Dollars","81","millions","6","v1001805538","1.1.2","35211.0","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Total tourism industries","Dollars","81","millions","6","v1001805539","1.1.3","26357.9","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Total transportation","Dollars","81","millions","6","v1001805540","1.1.4","8221.6","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Air transportation","Dollars","81","millions","6","v1001805541","1.1.5","5462.2","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Railway transportation","Dollars","81","millions","6","v1001805542","1.1.6","1535.9","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Water transportation","Dollars","81","millions","6","v1001805543","1.1.7","93.5","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Bus transportation","Dollars","81","millions","6","v1001805544","1.1.8","378.2","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Taxis","Dollars","81","millions","6","v1001805545","1.1.9","189.5","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Vehicle rental","Dollars","81","millions","6","v1001805546","1.1.10","562.3","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Total accommodation","Dollars","81","millions","6","v1001805547","1.1.11","7455.7","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Hotels","Dollars","81","millions","6","v1001805548","1.1.12","5355.6","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Motels","Dollars","81","millions","6","v1001805549","1.1.13","439.9","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Camping","Dollars","81","millions","6","v1001805550","1.1.14","759.2","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Other accommodation","Dollars","81","millions","6","v1001805551","1.1.15","901.0","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Food and beverage services","Dollars","81","millions","6","v1001805552","1.1.16","5553.4","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Recreation and entertainment","Dollars","81","millions","6","v1001805553","1.1.17","2705.5","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Travel services","Dollars","81","millions","6","v1001805554","1.1.18","2421.6","","","","1"
"2014","Canada","2016A000011124","Gross domestic product (GDP) at basic prices","Other industries","Dollars","81","millions","6","v1001805555","1.1.19","8853.1","","","","1"
"2014","Canada","2016A000011124","Labour income","Total economy","Dollars","81","millions","6","v1001805556","1.2.1","997815.0","","","","1"
"2014","Canada","2016A000011124","Labour income","Total tourism activities","Dollars","81","millions","6","v1001805557","1.2.2","22350.7","","","","1"
"2014","Canada","2016A000011124","Labour income","Total tourism industries","Dollars","81","millions","6","v1001805558","1.2.3","16861.4","","","","1"
"2014","Canada","2016A000011124","Labour income","Total transportation","Dollars","81","millions","6","v1001805559","1.2.4","4175.4","","","","1"
"2014","Canada","2016A000011124","Labour income","Air transportation","Dollars","81","millions","6","v1001805560","1.2.5","3315.5","","","","1"
"2014","Canada","2016A000011124","Labour income","Railway transportation","Dollars","81","millions","6","v1001805561","1.2.6","315.0","","","","1"
"2014","Canada","2016A000011124","Labour income","Water transportation","Dollars","81","millions","6","v1001805562","1.2.7","58.3","","","","1"
"2014","Canada","2016A000011124","Labour income","Bus transportation","Dollars","81","millions","6","v1001805563","1.2.8","267.1","","","","1"
"2014","Canada","2016A000011124","Labour income","Taxis","Dollars","81","millions","6","v1001805564","1.2.9","59.7","","","","1"
"2014","Canada","2016A000011124","Labour income","Vehicle rental","Dollars","81","millions","6","v1001805565","1.2.10","159.8","","","","1"
"2014","Canada","2016A000011124","Labour income","Total accommodation","Dollars","81","millions","6","v1001805566","1.2.11","4446.6","","","","1"
"2014","Canada","2016A000011124","Labour income","Hotels","Dollars","81","millions","6","v1001805567","1.2.12","3253.9","","","","1"
"2014","Canada","2016A000011124","Labour income","Motels","Dollars","81","millions","6","v1001805568","1.2.13","265.8","","","","1"
"2014","Canada","2016A000011124","Labour income","Camping","Dollars","81","millions","6","v1001805569","1.2.14","401.7","","","","1"
"2014","Canada","2016A000011124","Labour income","Other accommodation","Dollars","81","millions","6","v1001805570","1.2.15","525.2","","","","1"
"2014","Canada","2016A000011124","Labour income","Food and beverage services","Dollars","81","millions","6","v1001805571","1.2.16","4600.9","","","","1"
"2014","Canada","2016A000011124","Labour income","Recreation and entertainment","Dollars","81","millions","6","v1001805572","1.2.17","1762.4","","","","1"
"2014","Canada","2016A000011124","Labour income","Travel services","Dollars","81","millions","6","v1001805573","1.2.18","1876.1","","","","1"
"2014","Canada","2016A000011124","Labour income","Other industries","Dollars","81","millions","6","v1001805574","1.2.19","5489.3","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Total economy","Dollars","81","millions","6","v1001805575","1.3.1","227170.4","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Total tourism activities","Dollars","81","millions","6","v1001805576","1.3.2","1264.5","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Total tourism industries","Dollars","81","millions","6","v1001805577","1.3.3","920.4","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Total transportation","Dollars","81","millions","6","v1001805578","1.3.4","114.9","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Air transportation","Dollars","81","millions","6","v1001805579","1.3.5","0.0","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Railway transportation","Dollars","81","millions","6","v1001805580","1.3.6","0.0","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Water transportation","Dollars","81","millions","6","v1001805581","1.3.7","0.3","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Bus transportation","Dollars","81","millions","6","v1001805582","1.3.8","10.8","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Taxis","Dollars","81","millions","6","v1001805583","1.3.9","98.8","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Vehicle rental","Dollars","81","millions","6","v1001805584","1.3.10","5.0","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Total accommodation","Dollars","81","millions","6","v1001805585","1.3.11","167.6","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Hotels","Dollars","81","millions","6","v1001805586","1.3.12","92.0","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Motels","Dollars","81","millions","6","v1001805587","1.3.13","7.9","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Camping","Dollars","81","millions","6","v1001805588","1.3.14","44.2","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Other accommodation","Dollars","81","millions","6","v1001805589","1.3.15","23.5","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Food and beverage services","Dollars","81","millions","6","v1001805590","1.3.16","107.8","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Recreation and entertainment","Dollars","81","millions","6","v1001805591","1.3.17","233.0","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Travel services","Dollars","81","millions","6","v1001805592","1.3.18","297.1","","","","1"
"2014","Canada","2016A000011124","Gross mixed income","Other industries","Dollars","81","millions","6","v1001805593","1.3.19","344.1","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Total economy","Dollars","81","millions","6","v1001805594","1.4.1","642046.8","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Total tourism activities","Dollars","81","millions","6","v1001805595","1.4.2","11595.8","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Total tourism industries","Dollars","81","millions","6","v1001805596","1.4.3","8576.1","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Total transportation","Dollars","81","millions","6","v1001805597","1.4.4","3931.4","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Air transportation","Dollars","81","millions","6","v1001805598","1.4.5","2146.8","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Railway transportation","Dollars","81","millions","6","v1001805599","1.4.6","1220.8","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Water transportation","Dollars","81","millions","6","v1001805600","1.4.7","34.8","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Bus transportation","Dollars","81","millions","6","v1001805601","1.4.8","100.3","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Taxis","Dollars","81","millions","6","v1001805602","1.4.9","31.1","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Vehicle rental","Dollars","81","millions","6","v1001805603","1.4.10","397.6","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Total accommodation","Dollars","81","millions","6","v1001805604","1.4.11","2841.4","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Hotels","Dollars","81","millions","6","v1001805605","1.4.12","2009.7","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Motels","Dollars","81","millions","6","v1001805606","1.4.13","166.2","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Camping","Dollars","81","millions","6","v1001805607","1.4.14","313.3","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Other accommodation","Dollars","81","millions","6","v1001805608","1.4.15","352.2","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Food and beverage services","Dollars","81","millions","6","v1001805609","1.4.16","844.7","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Recreation and entertainment","Dollars","81","millions","6","v1001805610","1.4.17","710.1","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Travel services","Dollars","81","millions","6","v1001805611","1.4.18","248.4","","","","1"
"2014","Canada","2016A000011124","Other operating surplus","Other industries","Dollars","81","millions","6","v1001805612","1.4.19","3019.7","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Total economy","Jobs","190","thousands","3","v1001805613","1.5.1","18083.1","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Total tourism activities","Jobs","190","thousands","3","v1001805614","1.5.2","634.1","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Total tourism industries","Jobs","190","thousands","3","v1001805615","1.5.3","509.0","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Total transportation","Jobs","190","thousands","3","v1001805616","1.5.4","66.3","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Air transportation","Jobs","190","thousands","3","v1001805617","1.5.5","43.5","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Railway transportation","Jobs","190","thousands","3","v1001805618","1.5.6","3.3","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Water transportation","Jobs","190","thousands","3","v1001805619","1.5.7","0.8","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Bus transportation","Jobs","190","thousands","3","v1001805620","1.5.8","7.5","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Taxis","Jobs","190","thousands","3","v1001805621","1.5.9","8.2","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Vehicle rental","Jobs","190","thousands","3","v1001805622","1.5.10","3.0","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Total accommodation","Jobs","190","thousands","3","v1001805623","1.5.11","124.6","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Hotels","Jobs","190","thousands","3","v1001805624","1.5.12","93.1","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Motels","Jobs","190","thousands","3","v1001805625","1.5.13","7.7","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Camping","Jobs","190","thousands","3","v1001805626","1.5.14","9.0","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Other accommodation","Jobs","190","thousands","3","v1001805627","1.5.15","14.8","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Food and beverage services","Jobs","190","thousands","3","v1001805628","1.5.16","204.2","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Recreation and entertainment","Jobs","190","thousands","3","v1001805629","1.5.17","70.5","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Travel services","Jobs","190","thousands","3","v1001805630","1.5.18","43.5","","","","1"
"2014","Canada","2016A000011124","Number of jobs","Other industries","Jobs","190","thousands","3","v1001805631","1.5.19","125.1","","","","1"
"2014","Canada","2016A000011124","Labour compensation per job","Total economy","Dollars","81","units","0","v1001805632","1.6.1","67700","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Total tourism activities","Dollars","81","units","0","v1001805633","1.6.2","37200","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Total tourism industries","Dollars","81","units","0","v1001805634","1.6.3","34900","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Total transportation","Dollars","81","units","0","v1001805635","1.6.4","64700","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Air transportation","Dollars","81","units","0","v1001805636","1.6.5","76200","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Railway transportation","Dollars","81","units","0","v1001805637","1.6.6","96800","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Water transportation","Dollars","81","units","0","v1001805638","1.6.7","77000","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Bus transportation","Dollars","81","units","0","v1001805639","1.6.8","36900","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Taxis","Dollars","81","units","0","v1001805640","1.6.9","19400","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Vehicle rental","Dollars","81","units","0","v1001805641","1.6.10","54300","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Total accommodation","Dollars","81","units","0","v1001805642","1.6.11","37000","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Hotels","Dollars","81","units","0","v1001805643","1.6.12","36000","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Motels","Dollars","81","units","0","v1001805644","1.6.13","35500","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Camping","Dollars","81","units","0","v1001805645","1.6.14","49400","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Other accommodation","Dollars","81","units","0","v1001805646","1.6.15","37100","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Food and beverage services","Dollars","81","units","0","v1001805647","1.6.16","23100","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Recreation and entertainment","Dollars","81","units","0","v1001805648","1.6.17","28300","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Travel services","Dollars","81","units","0","v1001805649","1.6.18","49900","","","","0"
"2014","Canada","2016A000011124","Labour compensation per job","Other industries","Dollars","81","units","0","v1001805650","1.6.19","46600","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Total economy","Dollars","81","units","0","v1001805651","1.7.1","103200","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Total tourism activities","Dollars","81","units","0","v1001805652","1.7.2","55500","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Total tourism industries","Dollars","81","units","0","v1001805653","1.7.3","51800","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Total transportation","Dollars","81","units","0","v1001805654","1.7.4","124000","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Air transportation","Dollars","81","units","0","v1001805655","1.7.5","125500","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Railway transportation","Dollars","81","units","0","v1001805656","1.7.6","471800","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Water transportation","Dollars","81","units","0","v1001805657","1.7.7","122700","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Bus transportation","Dollars","81","units","0","v1001805658","1.7.8","50200","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Taxis","Dollars","81","units","0","v1001805659","1.7.9","23200","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Vehicle rental","Dollars","81","units","0","v1001805660","1.7.10","185300","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Total accommodation","Dollars","81","units","0","v1001805661","1.7.11","59800","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Hotels","Dollars","81","units","0","v1001805662","1.7.12","57600","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Motels","Dollars","81","units","0","v1001805663","1.7.13","57000","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Camping","Dollars","81","units","0","v1001805664","1.7.14","84200","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Other accommodation","Dollars","81","units","0","v1001805665","1.7.15","61000","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Food and beverage services","Dollars","81","units","0","v1001805666","1.7.16","27200","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Recreation and entertainment","Dollars","81","units","0","v1001805667","1.7.17","38400","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Travel services","Dollars","81","units","0","v1001805668","1.7.18","55700","","","","0"
"2014","Canada","2016A000011124","Gross domestic product (GDP) per job","Other industries","Dollars","81","units","0","v1001805669","1.7.19","70800","","","","0"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Total economy","Percentage","242","units","0","v1001805670","1.8.1","","..","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Total tourism activities","Percentage","242","units","0","v1001805671","1.8.2","","..","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Total tourism industries","Percentage","242","units","0","v1001805672","1.8.3","33.2","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Total transportation","Percentage","242","units","0","v1001805673","1.8.4","33.5","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Air transportation","Percentage","242","units","0","v1001805674","1.8.5","72.6","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Railway transportation","Percentage","242","units","0","v1001805675","1.8.6","18.2","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Water transportation","Percentage","242","units","0","v1001805676","1.8.7","5.5","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Bus transportation","Percentage","242","units","0","v1001805677","1.8.8","16.9","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Taxis","Percentage","242","units","0","v1001805678","1.8.9","18.6","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Vehicle rental","Percentage","242","units","0","v1001805679","1.8.10","15.7","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Total accommodation","Percentage","242","units","0","v1001805680","1.8.11","62.4","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Hotels","Percentage","242","units","0","v1001805681","1.8.12","64.8","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Motels","Percentage","242","units","0","v1001805682","1.8.13","60.5","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Camping","Percentage","242","units","0","v1001805683","1.8.14","48.5","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Other accommodation","Percentage","242","units","0","v1001805684","1.8.15","65.4","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Food and beverage services","Percentage","242","units","0","v1001805685","1.8.16","19.9","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Recreation and entertainment","Percentage","242","units","0","v1001805686","1.8.17","22.0","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Travel services","Percentage","242","units","0","v1001805687","1.8.18","85.0","","","","1"
"2014","Canada","2016A000011124","Tourism gross domestic product (GDP) ratio","Other industries","Percentage","242","units","0","v1001805688","1.8.19","","..","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Total economy","Percentage","242","units","0","v1001805689","1.9.1","","..","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Total tourism activities","Percentage","242","units","0","v1001805690","1.9.2","","..","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Total tourism industries","Percentage","242","units","0","v1001805691","1.9.3","23.4","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Total transportation","Percentage","242","units","0","v1001805692","1.9.4","23.7","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Air transportation","Percentage","242","units","0","v1001805693","1.9.5","72.5","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Railway transportation","Percentage","242","units","0","v1001805694","1.9.6","8.5","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Water transportation","Percentage","242","units","0","v1001805695","1.9.7","5.6","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Bus transportation","Percentage","242","units","0","v1001805696","1.9.8","7.2","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Taxis","Percentage","242","units","0","v1001805697","1.9.9","18.8","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Vehicle rental","Percentage","242","units","0","v1001805698","1.9.10","16.0","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Total accommodation","Percentage","242","units","0","v1001805699","1.9.11","62.4","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Hotels","Percentage","242","units","0","v1001805700","1.9.12","64.8","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Motels","Percentage","242","units","0","v1001805701","1.9.13","60.5","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Camping","Percentage","242","units","0","v1001805702","1.9.14","48.5","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Other accommodation","Percentage","242","units","0","v1001805703","1.9.15","65.4","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Food and beverage services","Percentage","242","units","0","v1001805704","1.9.16","20.1","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Recreation and entertainment","Percentage","242","units","0","v1001805705","1.9.17","23.5","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Travel services","Percentage","242","units","0","v1001805706","1.9.18","84.7","","","","1"
"2014","Canada","2016A000011124","Tourism employment ratio","Other industries","Percentage","242","units","0","v1001805707","1.9.19","1.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Total economy","Dollars","81","millions","6","v1001805708","2.1.1","32136.7","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Total tourism activities","Dollars","81","millions","6","v1001805709","2.1.2","417.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Total tourism industries","Dollars","81","millions","6","v1001805710","2.1.3","307.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Total transportation","Dollars","81","millions","6","v1001805711","2.1.4","106.3","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Air transportation","Dollars","81","millions","6","v1001805712","2.1.5","76.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Railway transportation","Dollars","81","millions","6","v1001805713","2.1.6","4.1","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Water transportation","Dollars","81","millions","6","v1001805714","2.1.7","3.3","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Bus transportation","Dollars","81","millions","6","v1001805715","2.1.8","2.1","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Taxis","Dollars","81","millions","6","v1001805716","2.1.9","3.4","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Vehicle rental","Dollars","81","millions","6","v1001805717","2.1.10","17.4","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Total accommodation","Dollars","81","millions","6","v1001805718","2.1.11","86.5","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Hotels","Dollars","81","millions","6","v1001805719","2.1.12","63.3","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Motels","Dollars","81","millions","6","v1001805720","2.1.13","4.6","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Camping","Dollars","81","millions","6","v1001805721","2.1.14","3.7","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Other accommodation","Dollars","81","millions","6","v1001805722","2.1.15","14.9","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Food and beverage services","Dollars","81","millions","6","v1001805723","2.1.16","70.8","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Recreation and entertainment","Dollars","81","millions","6","v1001805724","2.1.17","21.5","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Travel services","Dollars","81","millions","6","v1001805725","2.1.18","22.1","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gross domestic product (GDP) at basic prices","Other industries","Dollars","81","millions","6","v1001805726","2.1.19","110.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Total economy","Dollars","81","millions","6","v1001805727","2.2.1","14368.3","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Total tourism activities","Dollars","81","millions","6","v1001805728","2.2.2","296.2","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Total tourism industries","Dollars","81","millions","6","v1001805729","2.2.3","224.7","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Total transportation","Dollars","81","millions","6","v1001805730","2.2.4","72.3","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Air transportation","Dollars","81","millions","6","v1001805731","2.2.5","61.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Railway transportation","Dollars","81","millions","6","v1001805732","2.2.6","0.4","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Water transportation","Dollars","81","millions","6","v1001805733","2.2.7","2.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Bus transportation","Dollars","81","millions","6","v1001805734","2.2.8","1.6","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Taxis","Dollars","81","millions","6","v1001805735","2.2.9","1.3","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Vehicle rental","Dollars","81","millions","6","v1001805736","2.2.10","6.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Total accommodation","Dollars","81","millions","6","v1001805737","2.2.11","56.6","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Hotels","Dollars","81","millions","6","v1001805738","2.2.12","42.4","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Motels","Dollars","81","millions","6","v1001805739","2.2.13","3.1","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Camping","Dollars","81","millions","6","v1001805740","2.2.14","1.9","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Labour income","Other accommodation","Dollars","81","millions","6","v1001805741","2.2.15","9.2","","","","1"
